"ID","LabCode","C14Age","C14AgeError","MedianDate","Two-Sigma Range","Method","SiteName_jp","SiteName_en","Laitude","Longitude","Context","Prefecture","Region","PublicationYear","Reference","Notes","USED"
230,"PED-9519",760,25,"1265 AD","1225AD-1281AD (0.959)","AMS","尾花A遺跡","Obanaaiseki",32.19176111,131.5254694,"試料№:153　SC88-埋土　土坑","Miyazaki","Kyushu",2009,"宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農〜西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3)","",TRUE
231,"PED-9520",775,20,"1256 AD","1226AD-1277AD (0.962)","AMS","尾花A遺跡","Obanaaiseki",32.19176111,131.5254694,"試料№:165　SC92-埋土　土坑","Miyazaki","Kyushu",2009,"宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農〜西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3)","",TRUE
232,"PED-9526",2115,20,"127 BC","196BC-184BC (0.034)|178BC-51BC (0.922)","AMS","尾花A遺跡","Obanaaiseki",32.19176111,131.5254694,"試料№:197　S119-P11埋土　住居内ピット","Miyazaki","Kyushu",2009,"宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農〜西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3)","",TRUE
233,"PED-9527",2165,20,"212 BC","353BC-284BC (0.449)|230BC-149BC (0.483)|133BC-116BC (0.023)","AMS","尾花A遺跡","Obanaaiseki",32.19176111,131.5254694,"試料№:200　S155-SC1埋土　住居内土坑","Miyazaki","Kyushu",2009,"宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農〜西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3)","",TRUE
234,"PED-9530",1770,20,"297 AD","237AD-262AD (0.231)|276AD-346AD (0.727)","AMS","尾花A遺跡","Obanaaiseki",32.19176111,131.5254694,"試料№:228　S34-Ⅳ層　土坑","Miyazaki","Kyushu",2009,"宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農〜西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3)","",TRUE
235,"PED-9536",1825,20,"226 AD","131AD-142AD (0.022)|157AD-192AD (0.083)|199AD-252AD (0.762)|291AD-317AD (0.088)","AMS","尾花A遺跡","Obanaaiseki",32.19176111,131.5254694,"試料№:251　S103-底　土坑","Miyazaki","Kyushu",2009,"宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農〜西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3)","",TRUE
236,"PLD-10219",2450,20,"564 BC","749BC-685BC (0.298)|666BC-636BC (0.12)|619BC-614BC (0.007)|589BC-575BC (0.021)|573BC-415BC (0.513)","AMS","有田遺跡","Aritaiseki",33.56435,130.3361194,"森先生調査資料か？","Fukuoka","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
237,"PLD-10282",2365,25,"420 BC","535BC-534BC (0.004)|515BC-391BC (0.95)","AMS","上里遺跡","Uwazatoiseki",34.95000278,135.6843833,NA,"Kyoto","Kansai",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
238,"PLD-1034",2260,30,"282 BC","394BC-350BC (0.363)|311BC-207BC (0.593)","AMS","猫島遺跡","Nekojimaiseki",35.30778889,136.8547194,"SB07-P20","Aichi","Chubu",2003,"愛知県埋蔵文化財センター調査報告書第107集　猫島遺跡","",TRUE
239,"PLD-11630",1925,25,"105 AD","27AD-46AD (0.065)|57AD-205AD (0.891)","AMS","カラカミ遺跡","Karakamiiseki",33.79505,129.6965806,"試料番号:NAKU-C8　第2地点Bトレンチ溝2層","Nagasaki","Kyushu",2008,"壱岐カラカミ遺跡Ⅱ　-カラカミ遺跡東亜考古学会第1地点の発掘調査-　平成20年度独立行政法人日本学術振興会科学研究費補助金基盤研究B","",TRUE
240,"PLD-11632",2085,20,"94 BC","166BC-44BC (0.956)","AMS","カラカミ遺跡","Karakamiiseki",33.79505,129.6965806,"試料番号:NAKU-C11　第1地点B9-5a貝層","Nagasaki","Kyushu",2008,"壱岐カラカミ遺跡Ⅱ　-カラカミ遺跡東亜考古学会第1地点の発掘調査-　平成20年度独立行政法人日本学術振興会科学研究費補助金基盤研究B","",TRUE
241,"PLD-11698",560,20,"1394 AD","1324AD-1355AD (0.444)|1392AD-1421AD (0.514)","AMS","中居林遺跡","Nakaibayashiiseki",40.48821944,141.4939889,"第3号竪穴住居跡　床面","Aomori","Tohoku",2009,"青森県埋蔵文化財調査報告書第470集　長久保(2)遺跡Ⅲ　糠塚小沢遺跡Ⅱ　中居林遺跡Ⅱ","",TRUE
242,"PLD-12287",1124,20,"936 AD","888AD-990AD (0.96)","AMS","中平遺跡","Nakadairaiseki",40.72323056,140.5305194,"SI05　イ区2号土壌サンプル","Aomori","Tohoku",2010,"青森県埋蔵文化財調査報告書第490集　中平遺跡Ⅱ","",TRUE
243,"PLD-12328",1350,18,"662 AD","648AD-680AD (0.886)|749AD-758AD (0.06)|768AD-771AD (0.014)","AMS","宮田館遺跡","Miyatadateiseki",40.837777,140.835,"火山灰範囲12　Ⅱa層","Aomori","Tohoku",2009,"青森県埋蔵文化財調査報告書第473集　米山(2)遺跡Ⅵ･宮田館遺跡Ⅶ","",TRUE
244,"PLD-12397",2154,21,"191 BC","350BC-290BC (0.325)|226BC-221BC (0.007)|207BC-102BC (0.618)|66BC-60BC (0.009)","AMS","佐寺原遺跡","Sateraharaiseki",33.3394,130.9796806,"5号土坑　1.2層","Oita","Kyushu",2011,"佐寺原遺跡　ｰ2･3次調査ｰ","",TRUE
245,"PLD-12604",1260,23,"727 AD","671AD-774AD (0.82)|789AD-826AD (0.135)","AMS","上五明条里水田址","Kamigomyojorisuidenshi",36.44278889,138.14725,"SD9","Nagano","Chubu",2011,"長野県埋蔵文化財センター発掘調査報告書97　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書2　坂城町内　上五明条里水田址","",TRUE
246,"PLD-12741",2216,22,"278 BC","376BC-339BC (0.167)|325BC-199BC (0.788)","AMS","佐寺原遺跡","Sateraharaiseki",33.3394,130.9796806,"6号土坑","Oita","Kyushu",2011,"佐寺原遺跡　ｰ2･3次調査ｰ","",TRUE
247,"PLD-12742",2062,21,"72 BC","153BC-24BC (0.814)|17BC-7AD (0.144)","AMS","佐寺原遺跡","Sateraharaiseki",33.3394,130.9796806,"2号竪穴住居跡　炉1層","Oita","Kyushu",2011,"佐寺原遺跡　ｰ2･3次調査ｰ","",TRUE
248,"PLD-1306",960,20,"1102 AD","1028AD-1053AD (0.208)|1061AD-1156AD (0.767)","AMS","厨川谷地遺跡","Kuriyagawayachiiseki",39.46821111,140.5619806,"SN1322","Akita","Tohoku",2005,"秋田県文化財調査報告書第383集　厨川谷地遺跡","",TRUE
249,"PLD-14141",546,19,"1406 AD","1326AD-1352AD (0.197)|1395AD-1425AD (0.769)","AMS","中平遺跡","Nakadairaiseki",40.72323056,140.5305194,"SK-27　第4層","Aomori","Tohoku",2010,"青森県埋蔵文化財調査報告書第490集　中平遺跡Ⅱ","",TRUE
250,"PLD-14143",116,19,"1844 AD","1687AD-1730AD (0.245)|1807AD-1925AD (0.711)","AMS","中平遺跡","Nakadairaiseki",40.72323056,140.5305194,"EV-54-54　土器内堆積土","Aomori","Tohoku",2010,"青森県埋蔵文化財調査報告書第490集　中平遺跡Ⅱ","",TRUE
251,"PLD-14145",582,21,"1345 AD","1308AD-1362AD (0.698)|1388AD-1409AD (0.261)","AMS","中平遺跡","Nakadairaiseki",40.72323056,140.5305194,"SK-568側　基本層序Ⅱ層","Aomori","Tohoku",2010,"青森県埋蔵文化財調査報告書第490集　中平遺跡Ⅱ","",TRUE
252,"PLD-14163",782,18,"1251 AD","1225AD-1274AD (0.955)","AMS","釣上高岡南遺跡","Kagiagetakaokaminamiiseki",35.90056111,139.7421306,"22号井戸12層","Saitama","Kanto",2009,"さいたま市遺跡調査会報告書第104集　釣上新田上遺跡　釣上高岡南遺跡　尾ヶ崎新田深町西遺跡　尾ヶ崎新田深町遺跡","",TRUE
253,"PLD-14300",1229,20,"805 AD","693AD-693AD (0.002)|704AD-739AD (0.195)|773AD-775AD (0.022)|783AD-880AD (0.736)","AMS","梅北針谷遺跡","Umekitaharitaniiseki",31.66256944,131.0553694,"試料№:1･2･3　SR1　1号焼土土坑　炉内埋土","Miyazaki","Kyushu",2011,"宮崎県埋蔵文化財センター発掘調査報告書　第204集　梅北針谷遺跡　都城東環状線(今町工区)地域高規格道路整備事業に伴う埋蔵文化財発掘調査報告書2","",TRUE
254,"PLD-14301",1219,21,"816 AD","707AD-726AD (0.072)|732AD-736AD (0.01)|774AD-776AD (0.02)|781AD-883AD (0.855)","AMS","梅北針谷遺跡","Umekitaharitaniiseki",31.66256944,131.0553694,"試料№:3･4･5　SR2　　2号焼土土坑　炉内埋土","Miyazaki","Kyushu",2011,"宮崎県埋蔵文化財センター発掘調査報告書　第204集　梅北針谷遺跡　都城東環状線(今町工区)地域高規格道路整備事業に伴う埋蔵文化財発掘調査報告書2","",TRUE
255,"PLD-14302",1255,22,"729 AD","674AD-752AD (0.673)|757AD-774AD (0.084)|788AD-827AD (0.181)|859AD-870AD (0.017)","AMS","梅北針谷遺跡","Umekitaharitaniiseki",31.66256944,131.0553694,"試料№:6･7　SR3　3号焼土土坑　炉内埋土","Miyazaki","Kyushu",2011,"宮崎県埋蔵文化財センター発掘調査報告書　第204集　梅北針谷遺跡　都城東環状線(今町工区)地域高規格道路整備事業に伴う埋蔵文化財発掘調査報告書2","",TRUE
256,"PLD-14303",1218,21,"817 AD","707AD-726AD (0.067)|732AD-736AD (0.009)|774AD-776AD (0.02)|780AD-883AD (0.866)","AMS","梅北針谷遺跡","Umekitaharitaniiseki",31.66256944,131.0553694,"試料№:8　SR5 5号焼土土坑　炉内埋土","Miyazaki","Kyushu",2011,"宮崎県埋蔵文化財センター発掘調査報告書　第204集　梅北針谷遺跡　都城東環状線(今町工区)地域高規格道路整備事業に伴う埋蔵文化財発掘調査報告書2","",TRUE
257,"PLD-14359",1827,25,"223 AD","129AD-252AD (0.859)|291AD-317AD (0.103)","AMS","北一本柳遺跡","Kitaipponyanagiiseki",36.2701,138.468,"竪穴住居址H56 No,1土器内","Nagano","Chubu",2010,"佐久市埋蔵文化財調査報告書第175集　第1分冊　西一本柳遺跡ⅩⅣ","",TRUE
258,"PLD-14360",1845,25,"201 AD","126AD-244AD (0.956)","AMS","北一本柳遺跡","Kitaipponyanagiiseki",36.2701,138.468,"竪穴住居址H61","Nagano","Chubu",2010,"佐久市埋蔵文化財調査報告書第175集　第1分冊　西一本柳遺跡ⅩⅣ","",TRUE
259,"PLD-14362",2091,25,"102 BC","173BC-42BC (0.946)|8BC-2BC (0.012)","AMS","西一本柳遺跡","Nishiipponyanagiiseki",36.265833,138.468055,"溝跡M11　No.4土器内","Nagano","Chubu",2010,"佐久市埋蔵文化財調査報告書第175集　第1分冊　西一本柳遺跡ⅩⅣ","",TRUE
260,"PLD-14905",342,23,"1564 AD","1476AD-1530AD (0.342)|1538AD-1635AD (0.614)","AMS","桜洞城跡","Sakuraborajoato",35.94423056,137.2119611,"SBJ09不明遺構","Gifu","Chubu",2014,"下呂市文化財調査報告書第3集　桜洞城跡発掘調査報告書","",TRUE
261,"PLD-15588",334,18,"1567 AD","1488AD-1531AD (0.279)|1537AD-1636AD (0.678)","AMS","武蔵国府関連遺跡","Musashikokufukanreniseki",35.66852176,139.4734519,"グリッド　L66　方形土坑SK29","Tokyo","Kanto",2010,"府中市埋蔵文化財調査報告第45集　西府･本宿町地域の調査2","",TRUE
262,"PLD-16399",2010,22,"1 BC","49BC-66AD (0.957)","AMS","下佐野遺跡","Shimosanoiseki",36.72391111,136.9924611,"TSS-B1区　SD51-S","Toyama","Chubu",2011,"下佐野遺跡発掘調査報告書","",TRUE
263,"PLD-16400",1984,23,"34 AD","41BC-10BC (0.188)|1AD-83AD (0.695)|97AD-115AD (0.071)","AMS","下佐野遺跡","Shimosanoiseki",36.72391111,136.9924611,"TSS-B1区　SD139-C","Toyama","Chubu",2011,"下佐野遺跡発掘調査報告書","",TRUE
264,"PLD-16401",1959,21,"64 AD","23BC-18BC (0.011)|8AD-123AD (0.944)","AMS","下佐野遺跡","Shimosanoiseki",36.72391111,136.9924611,"TSS-B1区　SD157-N","Toyama","Chubu",2011,"下佐野遺跡発掘調査報告書","",TRUE
265,"PLD-16402",1850,22,"193 AD","128AD-238AD (0.961)","AMS","下佐野遺跡","Shimosanoiseki",36.72391111,136.9924611,"TSS-B1区　SD168-d","Toyama","Chubu",2011,"下佐野遺跡発掘調査報告書","",TRUE
266,"PLD-16403",302,20,"1556 AD","1509AD-1593AD (0.724)|1619AD-1648AD (0.232)","AMS","下佐野遺跡","Shimosanoiseki",36.72391111,136.9924611,"TSS-B3区　SZ02　SK16","Toyama","Chubu",2011,"下佐野遺跡発掘調査報告書","",TRUE
267,"PLD-16404",812,21,"1241 AD","1183AD-1184AD (0.004)|1214AD-1272AD (0.954)","AMS","下佐野遺跡","Shimosanoiseki",36.72391111,136.9924611,"TSS-B4区　SD131-a","Toyama","Chubu",2011,"下佐野遺跡発掘調査報告書","",TRUE
268,"PLD-16405",663,21,"1352 AD","1283AD-1319AD (0.476)|1360AD-1389AD (0.48)","AMS","下佐野遺跡","Shimosanoiseki",36.72391111,136.9924611,"TSS-B4区　SD153-a","Toyama","Chubu",2011,"下佐野遺跡発掘調査報告書","",TRUE
269,"PLD-16406",716,20,"1282 AD","1270AD-1299AD (0.94)|1373AD-1375AD (0.016)","AMS","下佐野遺跡","Shimosanoiseki",36.72391111,136.9924611,"TSS-B4区　SD156-W","Toyama","Chubu",2011,"下佐野遺跡発掘調査報告書","",TRUE
270,"PLD-1641",430,30,"1454 AD","1424AD-1502AD (0.913)|1599AD-1616AD (0.044)","AMS","木戸城遺跡","Kidojoiseki",34.89443889,137.0908111,"SK167","Aichi","Chubu",2003,"愛知県埋蔵文化財センター調査報告書第111集　木戸城遺跡･古新田遺跡","",TRUE
271,"PLD-1642",345,25,"1562 AD","1473AD-1530AD (0.358)|1537AD-1636AD (0.598)","AMS","木戸城遺跡","Kidojoiseki",34.89443889,137.0908111,"SK167","Aichi","Chubu",2003,"愛知県埋蔵文化財センター調査報告書第111集　木戸城遺跡･古新田遺跡","",TRUE
272,"PLD-1643",425,30,"1458 AD","1426AD-1505AD (0.89)|1595AD-1617AD (0.066)","AMS","木戸城遺跡","Kidojoiseki",34.89443889,137.0908111,"SK167","Aichi","Chubu",2003,"愛知県埋蔵文化財センター調査報告書第111集　木戸城遺跡･古新田遺跡","",TRUE
273,"PLD-17749",264,25,"1644 AD","1523AD-1575AD (0.279)|1624AD-1667AD (0.58)|1782AD-1796AD (0.093)|1949AD-1950AD (0.003)","AMS","甲田城跡","Kodajoato",37.49081111,138.6487694,"西地区　第1廓","Niigata","Chubu",2013,"柏崎市埋蔵文化財調査報告書第70集　柏崎市の遺跡　別冊Ⅰ","",TRUE
274,"PLD-17750",283,26,"1568 AD","1510AD-1592AD (0.574)|1619AD-1662AD (0.373)|1787AD-1793AD (0.014)","AMS","甲田城跡","Kodajoato",37.49081111,138.6487694,"西地区　第23廓`2","Niigata","Chubu",2013,"柏崎市埋蔵文化財調査報告書第70集　柏崎市の遺跡　別冊Ⅰ","",TRUE
275,"PLD-17772",1827,21,"224 AD","131AD-144AD (0.032)|154AD-251AD (0.852)|293AD-315AD (0.074)","AMS","氷川遺跡","Hikawaiseki",35.65133889,139.6878111,"SI09貯蔵穴P1覆土","Tokyo","Kanto",2012,"東京都埋蔵文化財センター調査報告第266集　氷川遺跡","",TRUE
276,"PLD-17774",1817,21,"234 AD","134AD-136AD (0.003)|138AD-138AD (0.001)|163AD-188AD (0.037)|201AD-255AD (0.708)|284AD-325AD (0.209)","AMS","氷川遺跡","Hikawaiseki",35.65133889,139.6878111,"SI12貯蔵穴P1覆土","Tokyo","Kanto",2012,"東京都埋蔵文化財センター調査報告第266集　氷川遺跡","",TRUE
277,"PLD-17775",1793,21,"291 AD","216AD-258AD (0.398)|281AD-329AD (0.557)","AMS","氷川遺跡","Hikawaiseki",35.65133889,139.6878111,"SI15炉A覆土","Tokyo","Kanto",2012,"東京都埋蔵文化財センター調査報告第266集　氷川遺跡","",TRUE
278,"PLD-18601",1812,20,"238 AD","205AD-256AD (0.674)|282AD-327AD (0.281)","AMS","愛宕遺跡","Atagoiseki",36.72168056,137.1106611,"SE365C　底面　甕内面付着","Toyama","Chubu",2013,"富山県文化振興財団埋蔵文化財発掘調査報告第53集　白石遺跡　大江東遺跡　大江遺跡　愛宕遺跡　今開発東遺跡　今開発遺跡　三ケ･本開発遺跡発掘調査報告","",TRUE
279,"PLD-2162",405,25,"1470 AD","1439AD-1511AD (0.826)|1591AD-1619AD (0.13)","AMS","重竹遺跡","Shigetakeiseki",35.51075,136.9204111,"ST01STB, BN9　B262-①層","Gifu","Chubu",2005,"岐阜県教育文化財団文化財保護センター調査報告書第91集　重竹遺跡･上西田遺跡　第2分冊","",TRUE
280,"PLD-23048",802,20,"1244 AD","1220AD-1270AD (0.961)","AMS","高間(1)遺跡","Takama(1)Iseki",40.82828889,140.69215,"Sea-02(SK-97)　もみがら層","Aomori","Tohoku",2014,"青森市埋蔵文化財調査報告書第116集-3　石江遺跡群発掘調査報告書Ⅶ(第3分冊:新田(1)･(2)遺跡本文編、石江遺跡群補遺編･分析編5･総括編)","",TRUE
281,"PLD-23880",622,18,"1351 AD","1300AD-1328AD (0.4)|1335AD-1371AD (0.322)|1377AD-1396AD (0.236)","AMS","小谷場貝塚遺跡","Koyabakaizukaiseki",35.80726944,139.7237694,"SI9","Saitama","Kanto",2014,"川口市遺跡調査会報告第45集　小谷場貝塚遺跡","",TRUE
282,"PLD-2652",2145,35,"175 BC","352BC-285BC (0.239)|229BC-217BC (0.019)|211BC-52BC (0.697)","AMS","吉崎･次場遺跡","Yoshisakisubaiseki",36.89326111,136.77885,"第17次調査　SD01第18層","Ishikawa","Chubu",2005,"長者川遺跡","",TRUE
283,"PLD-2653",1875,35,"168 AD","78AD-101AD (0.061)|106AD-240AD (0.894)","AMS","長者川遺跡","Chojagawaiseki",36.88345,136.7799194,"粘土層中","Ishikawa","Chubu",2005,"長者川遺跡","",TRUE
284,"PLD-2654",2145,35,"175 BC","352BC-285BC (0.239)|229BC-217BC (0.019)|211BC-52BC (0.697)","AMS","長者川遺跡","Chojagawaiseki",36.88345,136.7799194,"SD-03","Ishikawa","Chubu",2005,"長者川遺跡","",TRUE
285,"PLD-28685",332,17,"1567 AD","1490AD-1532AD (0.269)|1535AD-1604AD (0.494)|1607AD-1636AD (0.2)","AMS","富山城跡","Toyamajoato",36.69262824,137.210756,"慶長期埋土","Toyama","Chubu",2017,"富山市埋蔵文化財調査報告88　富山城跡発掘調査報告書","",TRUE
286,"PLD-28868",2518,18,"636 BC","776BC-746BC (0.234)|690BC-665BC (0.186)|645BC-548BC (0.535)","AMS","三谷遺跡","Mitaniiseki",34.07366944,134.5277306,"貝塚Ⅱ,10-E(SQ02)","Tokushima","Shikoku",2018,"三谷遺跡　-徳島市佐古配水場施設建設工事に伴う発掘調査-　本編分冊･自然遺物編","",TRUE
287,"PLD-30370",1728,19,"337 AD","252AD-291AD (0.319)|318AD-404AD (0.637)","AMS","明科遺跡群古殿屋敷","Akashinaisekigunfurutonoyashiki",36.34543889,137.9344306,"C区4d層","Nagano","Chubu",2016,"安曇野市の埋蔵文化財第9集　平成26年度安曇野市埋蔵文化財発掘調査報告書　明科遺跡群古殿屋敷(第2次)","",TRUE
288,"PLD-30730",1174,17,"849 AD","775AD-789AD (0.185)|804AD-810AD (0.013)|820AD-894AD (0.684)|926AD-948AD (0.074)","AMS","法垣遺跡","Hogakiiseki",33.55448056,131.2120111,"SB24PIT1掘方　試料№4","Oita","Kyushu",2018,"法垣遺跡3次･4次調査　ｰ本文､遺構･遺物図版､石製品写真図版･観察表編ｰ　事務所建設･地域振興施設(道の駅)建設に伴う埋蔵文化財発掘調査報告書(2)　中津市文化財調査報告　第84集","",TRUE
289,"PLD-30749",1876,19,"169 AD","122AD-225AD (0.953)|227AD-228AD (0.005)","AMS","馬場遺跡","Babaiseki",35.58738889,138.5994389,"SI-7　炉","Yamanashi","Chubu",2016,"笛吹市文化財調査報告書第32集　馬場遺跡","",TRUE
290,"PLD-3668",345,25,"1562 AD","1473AD-1530AD (0.358)|1537AD-1636AD (0.598)","AMS","小出城跡","Koidejoato",36.73476944,137.31885,"SD01　Ⅱ層","Toyama","Chubu",2007,"富山市埋蔵文化財調査報告14　小出城跡発掘調査報告書","Unclear whether it is a rice grain",FALSE
291,"PLD-3810",1275,37,"732 AD","661AD-775AD (0.81)|788AD-829AD (0.121)|855AD-873AD (0.026)","AMS","市ヶ洞1号窯","Ichigahora1gokama",35.16526111,137.0289611,"須恵器窯跡　炉壁内","Aichi","Chubu",2007,"瀬戸市埋蔵文化財センター調査報告第36集　丁子田窯跡･市ヶ洞1号窯跡","",TRUE
292,"PLD-3920",2394,30,"466 BC","730BC-727BC (0.004)|725BC-706BC (0.035)|702BC-698BC (0.005)|662BC-651BC (0.026)|544BC-396BC (0.89)","AMS","中屋敷遺跡","Nakayashikiiseki",35.3347463,139.1673167,"第9号土坑一括　草本類堆積物の土壌サンプル中","Kanagawa","Kanto",2008,"中屋敷遺跡発掘調査報告書","",TRUE
293,"PLD-3991",2319,32,"391 BC","462BC-437BC (0.025)|420BC-354BC (0.795)|285BC-230BC (0.131)|214BC-211BC (0.002)","AMS","中屋敷遺跡","Nakayashikiiseki",35.3347463,139.1673167,"第9号土坑　3層一括","Kanagawa","Kanto",2008,"中屋敷遺跡発掘調査報告書","",TRUE
294,"PLD-4355",1150,30,"903 AD","775AD-788AD (0.08)|825AD-979AD (0.859)|982AD-989AD (0.017)","AMS","湘南新道関連遺跡","Shonanshindokanreniseki",35.3693,139.2767194,"23区　NH1号遺物集中","Kanagawa","Kanto",2007,"かながわ考古学財団調査報告208　湘南新道関連遺跡Ⅰ　大会原遺跡　六ノ域遺跡","",TRUE
295,"PLD-4386",1879,23,"167 AD","86AD-93AD (0.021)|119AD-230AD (0.938)","AMS","打出遺跡","Uchiideiseki",36.75278056,137.1835306,"SI01-P03","Toyama","Chubu",2006,"富山市埋蔵文化財調査報告7　打出遺跡発掘調査報告書","",TRUE
296,"PLD-4593",1809,27,"243 AD","132AD-139AD (0.009)|159AD-189AD (0.041)|201AD-259AD (0.545)|279AD-335AD (0.365)","AMS","打出遺跡","Uchiideiseki",36.75278056,137.1835306,"SI04 P04","Toyama","Chubu",2006,"富山市埋蔵文化財調査報告7　打出遺跡発掘調査報告書","",TRUE
297,"PLD-4737",1316,21,"702 AD","657AD-705AD (0.511)|739AD-773AD (0.446)","AMS","宮前遺跡","Miyamaeiseki",35.83726111,139.5165389,"Ａ地点","Saitama","Kanto",2006,"三芳町埋蔵文化財報告32　町内遺跡発掘調査報告書Ⅵ","",TRUE
298,"PLD-4875",2465,25,"630 BC","757BC-679BC (0.331)|671BC-462BC (0.599)|437BC-421BC (0.025)","AMS","大開遺跡","Daikaiiseki",34.67551944,135.1693889,"SB404住居跡,炭化物,炭化米,1988.6.3","Hyogo","Kansai",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
299,"PLD-5104",2235,20,"273 BC","382BC-348BC (0.221)|313BC-205BC (0.734)","AMS","米竹遺跡","Yonetakeiseki",33.23648889,131.6634389,"SK015ブロック8(床面直上),5(下部)","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
300,"PLD-5109",2185,25,"287 BC","360BC-242BC (0.599)|235BC-167BC (0.359)","AMS","下郡遺跡","Shimogoriiseki",33.22326944,131.6260694,"95次,SK030床面出土","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
301,"PLD-5111",2165,20,"212 BC","353BC-284BC (0.449)|230BC-149BC (0.483)|133BC-116BC (0.023)","AMS","下郡遺跡","Shimogoriiseki",33.22326944,131.6260694,"51次,SK005甕の中から","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
302,"PLD-5987",1149,19,"922 AD","776AD-786AD (0.075)|829AD-855AD (0.081)|873AD-908AD (0.257)|910AD-976AD (0.542)","AMS","花小路遺跡","Hanakojiiseki",36.20231944,139.2733,"SB4　P3","Saitama","Kanto",2008,"埼玉県深谷市埋蔵文化財調査報告書第101集　花小路遺跡","",TRUE
303,"PLD-6013",946,19,"1102 AD","1035AD-1053AD (0.148)|1059AD-1157AD (0.807)","AMS","土飛山館跡","Dobiyamadateato",40.27346111,140.5530389,"SI131･140","Akita","Tohoku",2007,"秋田県文化財調査報告書第425集　土飛山館跡","",TRUE
304,"PLD-6014",887,19,"1177 AD","1052AD-1078AD (0.14)|1155AD-1218AD (0.816)","AMS","土飛山館跡","Dobiyamadateato",40.27346111,140.5530389,"SI132-P2","Akita","Tohoku",2007,"秋田県文化財調査報告書第425集　土飛山館跡","",TRUE
305,"PLD-6149",1193,22,"839 AD","775AD-890AD (0.956)","AMS","幡羅遺跡","Haraiseki",36.17718889,139.3191389,"第32号建物跡周辺","Saitama","Kanto",2007,"埼玉県深谷市埋蔵文化財発掘調査報告書第88集　幡羅遺跡Ⅱ","",TRUE
306,"PLD-6199",1605,25,"477 AD","418AD-538AD (0.956)","AMS","山門北池遺跡","Yamatokitaikeiseki",33.15188056,130.4982111,"5区　住47カマド","Fukuoka","Kyushu",2007,"九州新幹線関係埋蔵文化財調査報告　第6集　山門北池遺跡","",TRUE
307,"PLD-6458",2080,35,"92 BC","195BC-187BC (0.011)|176BC-10AD (0.944)","AMS","下郡遺跡","Shimogoriiseki",33.22326944,131.6260694,"51次,SK005甕の中から","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
308,"PLD-6459",2125,35,"142 BC","349BC-308BC (0.11)|206BC-45BC (0.844)","AMS","下郡遺跡","Shimogoriiseki",33.22326944,131.6260694,"51次,SK005甕の中から","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
309,"PLD-6460",2080,35,"92 BC","195BC-187BC (0.011)|176BC-10AD (0.944)","AMS","下郡遺跡","Shimogoriiseki",33.22326944,131.6260694,"51次,SK005甕の中から","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
